0,0,0
0.00142835,2.4932e-05,0.00277778
0.0028554,9.97128e-05,0.00555556
0.00427984,0.000224297,0.00833333
0.00570037,0.000398608,0.0111111
0.00711568,0.000622541,0.0138889
0.00852447,0.000895958,0.0166667
0.00992546,0.00121869,0.0194444
0.0113173,0.00159055,0.0222222
0.0126989,0.0020113,0.025
0.0140687,0.00248069,0.0277778
0.0154256,0.00299843,0.0305556
0.0167682,0.0035642,0.0333333
0.0180954,0.00417766,0.0361111
0.0194059,0.00483844,0.0388889
0.0206984,0.00554612,0.0416667
0.0219717,0.00630028,0.0444444
0.0232245,0.00710046,0.0472222
0.0244557,0.00794615,0.05
0.0256641,0.00883685,0.0527778
0.0268484,0.00977201,0.0555556
0.0280074,0.010751,0.0583333
0.0291401,0.0117734,0.0611111
0.0302452,0.0128383,0.0638889
0.0313216,0.0139453,0.0666667
0.0323681,0.0150935,0.0694444
0.0333838,0.0162824,0.0722222
0.0343674,0.0175111,0.075
0.0353179,0.0187789,0.0777778
0.0362342,0.020085,0.0805556
0.0371154,0.0214286,0.0833333
0.0379603,0.0228088,0.0861111
0.0387679,0.0242249,0.0888889
0.0395373,0.0256758,0.0916667
0.0402675,0.0271608,0.0944444
0.0409576,0.0286788,0.0972222
0.0416066,0.0302289,0.1
0.0422136,0.0318102,0.102778
0.0427777,0.0334216,0.105556
0.0432981,0.0350621,0.108333
0.0437739,0.0367307,0.111111
0.0442044,0.0384263,0.113889
0.0445887,0.0401478,0.116667
0.044926,0.0418942,0.119444
0.0452156,0.0436642,0.122222
0.0454568,0.0454568,0.125
0.045649,0.0472709,0.127778
0.0457913,0.0491052,0.130556
0.0458832,0.0509585,0.133333
0.0459241,0.0528296,0.136111
0.0459134,0.0547174,0.138889
0.0458505,0.0566206,0.141667
0.0457348,0.0585379,0.144444
0.045566,0.0604681,0.147222
0.0453434,0.0624099,0.15
0.0450667,0.0643619,0.152778
0.0447354,0.066323,0.155556
0.0443492,0.0682917,0.158333
0.0439076,0.0702668,0.161111
0.0434103,0.0722469,0.163889
0.0428571,0.0742307,0.166667
0.0422477,0.0762168,0.169444
0.0415817,0.0782039,0.172222
0.0408591,0.0801905,0.175
0.0400796,0.0821754,0.177778
0.0392431,0.0841571,0.180556
0.0383494,0.0861342,0.183333
0.0373985,0.0881054,0.186111
0.0363903,0.0900692,0.188889
0.0353248,0.0920243,0.191667
0.034202,0.0939692,0.194444
0.0330219,0.0959025,0.197222
0.0317846,0.0978229,0.2
0.0304902,0.0997289,0.202778
0.0291388,0.101619,0.205556
0.0277306,0.103492,0.208333
0.0262658,0.105346,0.211111
0.0247446,0.107181,0.213889
0.0231673,0.108994,0.216667
0.0215341,0.110784,0.219444
0.0198455,0.112549,0.222222
0.0181017,0.11429,0.225
0.0163031,0.116003,0.227778
0.0144502,0.117688,0.230556
0.0125434,0.119343,0.233333
0.0105832,0.120966,0.236111
0.00857008,0.122558,0.238889
0.0065046,0.124115,0.241667
0.00438735,0.125638,0.244444
0.00221895,0.127123,0.247222
-5.62003e-09,0.128571,0.25
-0.00226882,0.12998,0.252778
-0.00458679,0.131349,0.255556
-0.0069532,0.132675,0.258333
-0.00936731,0.133959,0.261111
-0.0118283,0.135198,0.263889
-0.0143353,0.136392,0.266667
-0.0168876,0.137539,0.269444
-0.0194842,0.138638,0.272222
-0.0221243,0.139687,0.275
-0.0248069,0.140687,0.277778
-0.027531,0.141635,0.280556
-0.0302957,0.14253,0.283333
-0.0331,0.143372,0.286111
-0.0359427,0.144158,0.288889
-0.0388229,0.144889,0.291667
-0.0417394,0.145563,0.294444
-0.0446911,0.146178,0.297222
-0.0476769,0.146734,0.3
-0.0506956,0.147231,0.302778
-0.053746,0.147666,0.305556
-0.056827,0.148039,0.308333
-0.0599371,0.148349,0.311111
-0.0630752,0.148596,0.313889
-0.06624,0.148777,0.316667
-0.0694302,0.148894,0.319444
-0.0726444,0.148943,0.322222
-0.0758813,0.148925,0.325
-0.0791396,0.14884,0.327778
-0.0824177,0.148685,0.330556
-0.0857144,0.148462,0.333333
-0.0890281,0.148168,0.336111
-0.0923574,0.147803,0.338889
-0.0957009,0.147367,0.341667
-0.0990571,0.146858,0.344444
-0.102424,0.146277,0.347222
-0.105801,0.145623,0.35
-0.109187,0.144895,0.352778
-0.112578,0.144094,0.355556
-0.115975,0.143217,0.358333
-0.119375,0.142266,0.361111
-0.122777,0.141239,0.363889
-0.126179,0.140136,0.366667
-0.12958,0.138957,0.369444
-0.132978,0.137702,0.372222
-0.136371,0.136371,0.375
-0.139758,0.134962,0.377778
-0.143137,0.133477,0.380556
-0.146506,0.131914,0.383333
-0.149864,0.130275,0.386111
-0.153209,0.128558,0.388889
-0.15654,0.126763,0.391667
-0.159854,0.124891,0.394444
-0.16315,0.122942,0.397222
-0.166427,0.120916,0.4
-0.169682,0.118812,0.402778
-0.172914,0.116632,0.405556
-0.176121,0.114374,0.408333
-0.179302,0.11204,0.411111
-0.182454,0.10963,0.413889
-0.185577,0.107143,0.416667
-0.188668,0.10458,0.419444
-0.191726,0.101943,0.422222
-0.194749,0.0992295,0.425
-0.197735,0.0964418,0.427778
-0.200683,0.0935799,0.430556
-0.20359,0.0906443,0.433333
